Country,City,AccentCity,Region,Population,Latitude,Longitude
ad,santa julia de loria,Santa Juliá de Loria,06,,42.466666700000005,1.5
ad,sant joan de casellas,Sant Joan de Casellas,02,,42.5666667,1.6166667
ad,sant joan de caselles,Sant Joan de Caselles,02,,42.5666667,1.6166667
ad,sant julia de loria,Sant Julià de Lòria,06,8020.0,42.466666700000005,1.5
ad,sant julia,Sant Juliá,06,,42.466666700000005,1.5
ad,sant pere,Sant Pere,02,,42.5833333,1.65
ad,santuari de meritxell,Santuari de Meritxell,02,,42.55,1.6
ad,segudet,Segudet,05,,42.55,1.5333333
ad,sertes,Sertes,06,,42.466666700000005,1.5
ad,sispony,Sispony,04,,42.533333299999995,1.5166667
ad,soldeu,Soldeu,02,,42.5833333,1.6666667000000002
ad,sornas,Sornàs,05,,42.5666667,1.5333333
ad,vila,Vila,03,,42.533333299999995,1.5666666999999999
ad,vixesarri,Vixesarri,06,,42.4833333,1.4666667
ad,xixerella,Xixerella,04,,42.55,1.4833333
ae,abu dabi,Abu Dabi,01,,24.466667,54.36666700000001
ae,abu dhabi,Abu Dhabi,01,603687.0,24.466667,54.36666700000001
ae,abu hail,Abu Hail,03,,25.285475,55.329611
ae,abu zabi,Abu Zabi,01,,24.466667,54.36666700000001
ae,abu zabye,Abu Zabye,01,,24.466667,54.36666700000001
ae,abu zabyo,Abu Zabyo,01,,24.466667,54.36666700000001
ae,ad dharbaniya,Ad Dharbaniya,05,,25.783333,55.933333
ae,adgat,Adgat,04,,25.498669,56.358302
ae,adh dhaid,Adh Dhaid,06,,25.288123000000002,55.881570999999994
ae,adhin,Adhin,05,,25.460122,56.012562
ae,afarah,Afarah,04,,25.041055,56.314853
ae,`ain,`Ain,01,,24.212717,55.783488
ae,ain al ghamur,Ain al Ghamur,06,,24.959508,56.315852
ae,`ain dhawahir,`Ain Dhawahir,01,,24.212717,55.783488
ae,ajima,Ajima,05,,25.398308,56.150726
ae,akamiya,Akamiya,04,,25.600312,56.269096999999995
ae,al abadilah,Al Abadilah,04,,25.453529,56.18991
ae,al ain,Al Ain,01,,24.191667000000002,55.76055600000001
ae,al ajman,Al Ajman,02,,25.406942,55.444126000000004
ae,al `ayn,Al `Ayn,06,,24.959508,56.315852
ae,al `ayn al ghamur,Al `Ayn al Ghamur,06,,24.959508,56.315852
ae,al badiyah,Al Badiyah,04,,25.432273000000002,56.345735999999995
ae,al bithnah,Al Bithnah,04,,25.189507,56.235156999999994
ae,al daid,Al Daid,06,,25.288123000000002,55.881570999999994
ae,al-dhayd,Al-Dhayd,06,,25.288123000000002,55.881570999999994
ae,al dini,Al Dini,07,,25.932264,56.405128000000005
ae,al duss,Al Duss,07,,25.907278,56.393
ae,al fai,Al Fai,05,,26.021389000000003,56.091389
ae,al fiyya,Al Fiyya,01,,24.298014000000002,53.211394999999996
ae,al-fudjayra,Al-Fudjayra,04,,25.116412,56.341407999999994
ae,al fuqait,Al Fuqait,04,,25.599657999999998,56.342487
ae,al fuyay',Al Fuyay',01,,24.298014000000002,53.211394999999996
ae,al-ghil,Al-Ghil,05,,25.401739000000003,56.068063
ae,algida,Algida,05,,25.996111,56.084167
ae,al gissemari,Al Gissemari,04,,25.143423000000002,56.248397
ae,al hagarein,Al Hagarein,03,,24.798996,56.115379000000004
ae,al haira,Al Haira,06,,25.38148,55.419551
ae,al hairah,Al Hairah,06,,25.38148,55.419551
ae,alhala,Alhala,04,,25.477378,56.182437
ae,al hama'im,Al Hama'im,01,,22.95805,54.297206
ae,al hamra',Al Hamra',05,,25.709101999999998,55.807724
ae,al hamriya,Al Hamriya,06,,25.478194000000002,55.533768
ae,al hayir,Al Hayir,05,,25.978610999999997,56.085278
ae,al hayl,Al Hayl,04,,25.092226999999998,56.24418000000001
ae,al hayl,Al Hayl,05,,25.704979,55.98700899999999
ae,al hinya,Al Hinya,04,,25.350928,56.025344999999994
ae,al-hirah,Al-Hirah,06,,25.38148,55.419551
ae,al-humaimah,Al-Humaimah,01,,22.95805,54.297206
ae,al ian,Al Ian,01,,24.212717,55.783488
ae,aliya,Aliya,06,,25.353969,55.37189
ae,al jazirah al hamra',Al Jazirah al Hamra',05,,25.709101999999998,55.807724
ae,al jima,Al Jima,01,,24.24914,55.745824
ae,al jimi,Al Jimi,01,,24.24914,55.745824
ae,al khalabiya,Al Khalabiya,04,,25.381235,56.173576000000004
ae,al kharan,Al Kharan,05,,25.716175,55.96775699999999
ae,al khatt,Al Khatt,04,,25.617288000000002,56.011128
ae,al khawiya,Al Khawiya,04,,25.995584,56.380513
ae,al khulaybiyah,Al Khulaybiyah,04,,25.381235,56.173576000000004
ae,al layyah,Al Layyah,06,,25.353969,55.37189
ae,al maham,Al Maham,05,,25.675,55.990278
ae,al-mariyya al-gharbyya,Al-Mariyya Al-Gharbyya,01,,23.102651,53.581849
ae,al-mariyya,Al-Mariyya,01,,23.138476,53.742603
ae,al-mariyyah,Al-Mariyyah,01,,23.138476,53.742603
ae,al-mirfa',Al-Mirfa',01,,24.099107,53.49076899999999
ae,al mu`taridh,Al Mu`taridh,01,,24.218997,55.739888
ae,al muwaijh,Al Muwaijh,01,,24.201667,55.716389
ae,al muweiqi,Al Muweiqi,01,,24.201667,55.716389
ae,al-nashash,Al-Nashash,01,,23.081096,54.036351
ae,al-naslah,Al-Naslah,05,,24.865864000000002,56.260851
ae,al odeid,Al Odeid,01,,24.616667,51.4
ae,al-qatarah,Al-Qatarah,01,,24.259929,55.755658
ae,al qawr,Al Qawr,05,,24.912136,56.095661
ae,al qima,Al Qima,01,,24.24914,55.745824
ae,al qor,Al Qor,05,,24.912136,56.095661
ae,al-rol,Al-Rol,04,,25.601056,56.322796999999994
ae,al saad,Al Saad,01,,24.15,55.766667000000005
ae,al said,Al Said,01,,24.15,55.766667000000005
ae,al satwa,Al Satwa,03,,25.229014000000003,55.272329000000006
ae,al selimat,Al Selimat,01,,24.221944,55.603056
ae,al sharjah,Al Sharjah,06,,25.357310000000002,55.403304000000006
ae,al-tarif,Al-Tarif,01,,24.053988,53.763468
ae,al-'udaid,Al-'Udaid,01,,24.616667,51.4
ae,al-`udeid,Al-`Udeid,01,,24.616667,51.4
ae,al wathba,Al Wathba,01,,24.25958,54.707814
ae,an naslah,An Naslah,05,,24.865864000000002,56.260851
ae,aqqa,Aqqa,04,,25.498669,56.358302
ae,`arada,`Arada,01,,22.992313,53.428915
ae,araibi,Araibi,05,,25.789452,55.976649
ae,ar ru'ays,Ar Ru'ays,01,,24.110278,52.73055600000001
ae,ash 'mariqah,Ash 'Mariqah,06,,25.357310000000002,55.403304000000006
ae,ash shariqa,Ash Shariqa,06,,25.357310000000002,55.403304000000006
ae,`asimah,`Asimah,05,,25.398308,56.150726
ae,as salihiyah,As Salihiyah,05,,25.721613,55.990811
ae,as saqamqam,As Saqamqam,04,,25.174666000000002,56.330388
ae,athaba,Athaba,05,,25.163564,56.09619
ae,at tarif,At Tarif,01,,24.053988,53.763468
ae,at turayf,At Turayf,01,,24.053988,53.763468
ae,`awanat,`Awanat,07,,25.365847,55.856184999999996
ae,ayaina,Ayaina,04,,25.452828,56.16879
ae,ayn al faidah,Ayn al Faidah,01,,24.083333,55.683333
ae,`ayn al ghamur,`Ayn al Ghamur,06,,24.959508,56.315852
ae,`ayn zawahir,`Ayn Zawahir,01,,24.212717,55.783488
ae,badiya,Badiya,04,,25.432273000000002,56.345735999999995
ae,badiyyah,Badiyyah,04,,25.432273000000002,56.345735999999995
ae,bandar mirfah,Bandar Mirfah,01,,24.099107,53.49076899999999
ae,barahah,Barahah,03,,25.266667,55.316667
ae,batain,Batain,01,,24.442901000000003,54.355388
ae,batein,Batein,01,,24.442901000000003,54.355388
ae,bidayarat margham,Bidayarat Margham,03,,24.870767999999998,55.549053
ae,bidiya,Bidiya,04,,25.432273000000002,56.345735999999995
ae,bidyah,Bidyah,04,,25.432273000000002,56.345735999999995
ae,bid' zayed,Bid' Zayed,01,,23.630726,53.729896999999994
ae,bilaida,Bilaida,04,,25.223876999999998,56.202213
ae,bilaidah,Bilaidah,04,,25.223876999999998,56.202213
ae,bithna,Bithna,04,,25.189507,56.235156999999994
ae,bithnah,Bithnah,04,,25.189507,56.235156999999994
ae,budayyah,Budayyah,04,,25.432273000000002,56.345735999999995
ae,bulaidha,Bulaidha,04,,25.223876999999998,56.202213
ae,chuwais,Chuwais,05,,25.78102,55.978696
ae,daba al-ghurfah,Daba al-Ghurfah,04,,25.597686,56.276736
ae,daba al-hisn,Daba al-Hisn,06,,25.619547,56.272912
ae,daba,Daba,06,,25.619547,56.272912
ae,dabei,Dabei,03,,25.258172000000002,55.304717000000004
ae,dadna,Dadna,04,,25.524217,56.35868000000001
ae,dadnah,Dadnah,04,,25.524217,56.35868000000001
ae,dafir,Dafir,01,,23.127315,53.75439300000001
ae,dafta,Dafta,05,,25.272254999999998,56.183533999999995
ae,daira,Daira,03,,25.273069,55.306374
ae,dairah,Dairah,03,,25.273069,55.306374
ae,dasa,Dasa,01,,24.278385,52.623689
ae,datta,Datta,05,,25.272254999999998,56.183533999999995
ae,dayd,Dayd,06,,25.288123000000002,55.881570999999994
ae,deira,Deira,03,,25.273069,55.306374
ae,dhadna,Dhadna,04,,25.524217,56.35868000000001
ae,dhafir,Dhafir,01,,23.127315,53.75439300000001
ae,dhaiah,Dhaiah,05,,25.887843,56.058239
ae,dhaid,Dhaid,06,,25.288123000000002,55.881570999999994
ae,dhaiyah,Dhaiyah,05,,25.887843,56.058239
ae,dhawaihir,Dhawaihir,01,,23.283333,53.2
ae,dhayd,Dhayd,06,,25.288123000000002,55.881570999999994
ae,dhuwaiher,Dhuwaiher,01,,23.139159,53.693403
ae,diba al hisn,Diba al Hisn,06,,25.619547,56.272912
ae,dibah,Dibah,06,,25.619547,56.272912
ae,dibai,Dibai,03,,25.258172000000002,55.304717000000004
ae,dibay,Dibay,03,,25.258172000000002,55.304717000000004
ae,dibba,Dibba,06,,25.619547,56.272912
ae,dibbah,Dibbah,06,,25.619547,56.272912
ae,digdagga,Digdagga,05,,25.665602,55.969044999999994
ae,diq duqqah,Diq Duqqah,05,,25.665602,55.969044999999994
ae,dirah,Dirah,03,,25.273069,55.306374
ae,dubai,Dubai,03,1137376.0,25.258172000000002,55.304717000000004
ae,dubay,Dubay,03,,25.258172000000002,55.304717000000004
ae,duhayd,Duhayd,06,,25.288123000000002,55.881570999999994
ae,duwaihir,Duwaihir,01,,23.283333,53.2
ae,duwayhin,Duwayhin,01,,23.077341,54.084222
ae,el ain,El Ain,01,,24.212717,55.783488
ae,fahlain,Fahlain,05,,25.684119,55.96749499999999
ae,fahlayn,Fahlayn,05,,25.684119,55.96749499999999
ae,faiyada,Faiyada,05,,24.957746,56.205982999999996
ae,fakkan,Fakkan,06,,25.331324,56.341993
ae,falaiya,Falaiya,05,,25.734804999999998,55.982845
ae,falaiyah,Falaiyah,05,,25.734804999999998,55.982845
ae,falaj al ali,Falaj al Ali,07,,25.354004999999997,55.853315
ae,falaj ibn mu'alla,Falaj Ibn Mu'alla,07,,25.354004999999997,55.853315
ae,falj al `ali,Falj Al `Ali,07,,25.354004999999997,55.853315
ae,falq al ali,Falq Al Ali,07,,25.354004999999997,55.853315
ae,fara,Fara,05,,25.414304,56.091232999999995
ae,far`,Far`,05,,25.414304,56.091232999999995
ae,farfar,Farfar,04,,25.14844,56.22241999999999
ae,fashra,Fashra,05,,24.884097,56.205284
ae,fayyadah,Fayyadah,05,,24.957746,56.205982999999996
ae,fili ma`ala,Fili Ma`ala,07,,25.354004999999997,55.853315
ae,fort dabei,Fort Dabei,03,,25.258172000000002,55.304717000000004
ae,fujaira,Fujaira,04,,25.116412,56.341407999999994
ae,fujairah,Fujairah,04,,25.116412,56.341407999999994
ae,fujayrah,Fujayrah,04,,25.116412,56.341407999999994
ae,fulayyah,Fulayyah,05,,25.734804999999998,55.982845
ae,furfar,Furfar,04,,25.14844,56.22241999999999
ae,gargaha,Gargaha,05,,25.766667,56.066667
ae,garmada,Garmada,01,,23.119573000000003,53.828551000000004
ae,ge'aisa,Ge'aisa,01,,22.9941,54.221835
ae,ghadaf,Ghadaf,05,,25.28358,56.174102000000005
ae,ghail,Ghail,05,,25.401739000000003,56.068063
ae,ghail,Ghail,06,,25.006774,56.332905000000004
ae,ghalla,Ghalla,06,,25.07462,56.355447
ae,ghallah,Ghallah,06,,25.07462,56.355447
ae,ghamara,Ghamara,05,,25.294195000000002,56.17009399999999
ae,gharaifah,Gharaifah,04,,25.124965,56.353806999999996
ae,gharefa,Gharefa,04,,25.124965,56.353806999999996
ae,ghob,Ghob,04,,25.565895,56.202172999999995
ae,ghubbah,Ghubbah,05,,26.048889000000003,56.153332999999996
ae,ghubbat khawarah,Ghubbat Khawarah,05,,26.042778,56.135
ae,ghumrah,Ghumrah,05,,25.294195000000002,56.17009399999999
ae,ghuna,Ghuna,06,,25.269944,56.314253
ae,ghura,Ghura,04,,25.219662,56.207603000000006
ae,ghurayfah,Ghurayfah,04,,25.124965,56.353806999999996
ae,ghurfah,Ghurfah,04,,25.124965,56.353806999999996
ae,girath,Girath,06,,25.260889000000002,56.354349
ae,habhab,Habhab,05,,25.61564,56.004413
ae,hadaibah,Hadaibah,05,,25.797674,55.980293
ae,hadeiba,Hadeiba,05,,25.797674,55.980293
ae,hadhi,Hadhi,01,,23.106423,53.995273
ae,hail,Hail,03,,25.285475,55.329611
ae,hail,Hail,04,,25.092226999999998,56.24418000000001
ae,hail,Hail,05,,25.704979,55.98700899999999
ae,haira,Haira,06,,25.38148,55.419551
ae,hair,Hair,06,,25.38148,55.419551
ae,hajarain,Hajarain,03,,24.798996,56.115379000000004
ae,hajarayn,Hajarayn,03,,24.798996,56.115379000000004
ae,hajrain,Hajrain,03,,24.798996,56.115379000000004
ae,hama'im,Hama'im,01,,22.95805,54.297206
ae,hamra,Hamra,05,,25.709101999999998,55.807724
ae,hamriya,Hamriya,06,,25.478194000000002,55.533768
ae,hamriyah,Hamriyah,06,,25.478194000000002,55.533768
ae,hamriyyah,Hamriyyah,06,,25.478194000000002,55.533768
ae,harra,Harra,05,,24.990387,56.216691000000004
ae,hayrah,Hayrah,06,,25.38148,55.419551
ae,hil,Hil,05,,25.704979,55.98700899999999
ae,hili,Hili,01,,24.28473,55.763302
ae,hisn diba,Hisn Diba,06,,25.619547,56.272912
ae,hiweitein,Hiweitein,01,,23.119039,53.928365
ae,hiyawa,Hiyawa,06,,25.360429,56.347729
ae,howeilat,Howeilat,05,,24.876638,56.173722
ae,humaym,Humaym,01,,22.95805,54.297206
ae,husn dibba,Husn Dibba,06,,25.619547,56.272912
ae,huwaila,Huwaila,01,,23.152008,53.824619999999996
ae,huwaitin,Huwaitin,01,,23.119039,53.928365
ae,huweilah,Huweilah,01,,23.152008,53.824619999999996
ae,idhn,Idhn,05,,25.460122,56.012562
ae,ihaid,Ihaid,06,,25.288123000000002,55.881570999999994
ae,istaihah,Istaihah,01,,23.316095999999998,54.067177
ae,isteiha,Isteiha,01,,23.316095999999998,54.067177
ae,jareef,Jareef,04,,25.514167999999998,56.071943999999995
ae,jarmada,Jarmada,01,,23.119573000000003,53.828551000000004
ae,je`eisah,Je`eisah,01,,22.9941,54.221835
ae,jeraira,Jeraira,01,,22.940820000000002,54.310162
ae,jereirah,Jereirah,01,,22.940820000000002,54.310162
ae,jimeirah,Jimeirah,03,,25.204822,55.246568999999994
ae,jimi,Jimi,01,,24.24914,55.745824
ae,juhr,Juhr,01,,24.25,55.583332999999996
ae,julfa,Julfa,05,,25.789527,55.94319599999999
ae,jumairah,Jumairah,03,,25.204822,55.246568999999994
ae,jumaira,Jumaira,03,,25.204822,55.246568999999994
ae,jumeira,Jumeira,03,,25.204822,55.246568999999994
ae,kalbah,Kalbah,06,,25.07462,56.355447
ae,kayya,Kayya,01,,23.156958,53.685414
ae,khaimah,Khaimah,05,,25.789527,55.94319599999999
ae,khalaibiyah,Khalaibiyah,04,,25.381235,56.173576000000004
ae,khalaibiya,Khalaibiya,04,,25.381235,56.173576000000004
ae,khan,Khan,06,,25.331412,55.35900600000001
ae,khauran,Khauran,05,,25.716175,55.96775699999999
ae,khawr al fakkan,Khawr al Fakkan,06,,25.331324,56.341993
ae,khawr al kalba,Khawr al Kalba,06,,25.038352,56.362578000000006
ae,khawran,Khawran,05,,25.716175,55.96775699999999
ae,khawr mala,Khawr Mala,04,,25.801287,56.351110999999996
ae,khawr za`ab,Khawr Za`ab,06,,25.038352,56.362578000000006
ae,khor al fakhan,Khor al Fakhan,06,,25.331324,56.341993
ae,khor al fakkan,Khor al Fakkan,06,,25.331324,56.341993
ae,khor al kalba,Khor al Kalba,06,,25.038352,56.362578000000006
ae,khorfakan,Khorfakan,06,,25.331324,56.341993
ae,khorfakhan,Khorfakhan,06,,25.331324,56.341993
ae,khor fakhan,Khor Fakhan,06,,25.331324,56.341993
ae,khor fakkan,Khor Fakkan,06,,25.331324,56.341993
ae,khor kalba,Khor Kalba,06,,25.038352,56.362578000000006
ae,khor khuwair,Khor Khuwair,05,,25.965765,56.054708
ae,khouran,Khouran,05,,25.716175,55.96775699999999
ae,khubakhib,Khubakhib,05,,25.452002,56.093755
ae,khuwair,Khuwair,05,,25.965765,56.054708
ae,kuways,Kuways,05,,25.78102,55.978696
ae,laiyah,Laiyah,06,,25.353969,55.37189
ae,laiya,Laiya,06,,25.353969,55.37189
ae,laiyya,Laiyya,06,,25.353969,55.37189
ae,latir,Latir,01,,23.162612,53.736169999999994
ae,lisaili,Lisaili,05,,25.62676,56.008143999999994
ae,lulaiyah,Lulaiyah,06,,25.392581,56.354636
ae,luliyyah,Luliyyah,06,,25.392581,56.354636
ae,lu'lu'iyah,Lu'lu'iyah,06,,25.392581,56.354636
ae,luluya,Luluya,06,,25.392581,56.354636
ae,lumweijah,Lumweijah,01,,24.201667,55.716389
ae,ma'airidh,Ma'airidh,05,,25.810519,55.9647
ae,ma'aridh,Ma'aridh,05,,25.810519,55.9647
ae,ma`arid,Ma`arid,05,,25.810519,55.9647
ae,ma'ataradh,Ma'ataradh,01,,24.218997,55.739888
ae,ma'ataridh,Ma'ataridh,01,,24.218997,55.739888
ae,madaq,Madaq,04,,25.339118,56.104939
ae,madha,Madha,06,,25.283447,56.332801
ae,madinat za'id,Madinat Za'id,01,,23.630726,53.729896999999994
ae,magrobiyya,Magrobiyya,05,,25.2,56.05
ae,mahtarraqah,Mahtarraqah,04,,25.540917999999998,56.130664
ae,maidaq,Maidaq,04,,25.339118,56.104939
ae,manai'i,Manai'i,05,,24.951349,56.14996800000001
ae,manai,Manai,05,,24.951349,56.14996800000001
ae,manamah,Manamah,04,,25.329901,56.021884
ae,manama,Manama,04,,25.329901,56.021884
ae,manqasnah,Manqasnah,05,,26.035,56.148610999999995
ae,marawah,Marawah,01,,24.294566,53.330688
ae,marbad,Marbad,04,,25.325405,56.133112
ae,marbah,Marbah,06,,25.276232999999998,56.36255799999999
ae,ma`rid,Ma`rid,05,,25.810519,55.9647
ae,mas`adi,Mas`adi,01,,24.266272,55.741227
ae,mashrub,Mashrub,01,,23.076461,54.013474
ae,mas'ud,Mas'ud,01,,24.266272,55.741227
ae,mausal,Mausal,01,,23.013531,54.154475
ae,mausil,Mausil,01,,23.013531,54.154475
ae,mawsal,Mawsal,01,,23.013531,54.154475
ae,ma`yarid,Ma`yarid,05,,25.810519,55.9647
ae,mezaira'a,Mezaira'a,01,,23.143549,53.788097
ae,milqata,Milqata,01,,23.066667000000002,53.533333
ae,mirba,Mirba,06,,25.276232999999998,56.36255799999999
ae,mirbih,Mirbih,06,,25.276232999999998,56.36255799999999
ae,mirfah,Mirfah,01,,24.099107,53.49076899999999
ae,mirfa,Mirfa,01,,24.099107,53.49076899999999
ae,mizeir`ah,Mizeir`ah,01,,23.143549,53.788097
ae,mondafanah,Mondafanah,01,,24.116667,55.8
ae,mondafinah,Mondafinah,01,,24.116667,55.8
ae,mozayri`,Mozayri`,01,,23.143549,53.788097
ae,muaifi,Muaifi,06,,25.361667,56.344722
ae,mughairah,Mughairah,01,,24.078429999999997,53.538419999999995
ae,mughaira,Mughaira,01,,24.078429999999997,53.538419999999995
ae,mugharah,Mugharah,01,,24.078429999999997,53.538419999999995
ae,mughayrah,Mughayrah,01,,24.078429999999997,53.538419999999995
ae,muhtarqah,Muhtarqah,04,,25.540917999999998,56.130664
ae,mukhtaraja,Mukhtaraja,04,,25.540917999999998,56.130664
ae,mundafnah,Mundafnah,01,,24.116667,55.8
ae,murawwah,Murawwah,01,,24.294566,53.330688
ae,musafi,Musafi,05,,25.301285,56.16530600000001
ae,musaifi,Musaifi,05,,25.301285,56.16530600000001
ae,mushayrib,Mushayrib,01,,23.076461,54.013474
ae,musil,Musil,01,,23.013531,54.154475
ae,mutaradh,Mutaradh,01,,24.218997,55.739888
ae,mu`tarad,Mu`tarad,01,,24.218997,55.739888
ae,mutarad,Mutarad,01,,24.218997,55.739888
ae,muwafi,Muwafi,06,,25.361667,56.344722
ae,nadd shubayh,Nadd Shubayh,03,,25.145833,55.334167
ae,nad shibeih,Nad Shibeih,03,,25.145833,55.334167
ae,nahai,Nahai,06,,25.270744,56.36241999999999
ae,nahawa,Nahawa,06,,25.268233,56.280016
ae,nashshash,Nashshash,01,,23.081096,54.036351
ae,naslah,Naslah,05,,24.865864000000002,56.260851
ae,nasla,Nasla,05,,24.865864000000002,56.260851
ae,nedaifi,Nedaifi,06,,25.361667,56.344722
ae,nefair,Nefair,01,,23.103932999999998,53.789186
ae,nishash,Nishash,01,,23.081096,54.036351
ae,nuslah,Nuslah,05,,24.865864000000002,56.260851
ae,'odaid,'Odaid,01,,24.616667,51.4
ae,palhain,Palhain,05,,25.684119,55.96749499999999
ae,port khor fakkan,Port Khor Fakkan,06,,25.331324,56.341993
ae,qalba,Qalba,06,,25.07462,56.355447
ae,qamh,Qamh,03,,24.786676999999997,56.141429
ae,qaraiyah,Qaraiyah,04,,25.23779,56.36128000000001
ae,qaraiyat,Qaraiyat,04,,25.23779,56.36128000000001
ae,qarat ad dulm,Qarat ad Dulm,05,,25.860278,56.025
ae,qarat al dum,Qarat al Dum,05,,25.860278,56.025
ae,qarmadah,Qarmadah,01,,23.119573000000003,53.828551000000004
ae,qatarah,Qatarah,01,,24.259929,55.755658
ae,qatara,Qatara,01,,24.259929,55.755658
ae,qattara,Qattara,01,,24.259929,55.755658
ae,qatuf,Qatuf,01,,23.109707,53.727378
ae,qidfa,Qidfa,06,,25.304259,56.370338000000004
ae,qidfi`,Qidfi`,06,,25.304259,56.370338000000004
ae,qima,Qima,03,,24.786676999999997,56.141429
ae,qimh,Qimh,03,,24.786676999999997,56.141429
ae,quor,Quor,05,,24.912136,56.095661
ae,qurayyah,Qurayyah,04,,25.23779,56.36128000000001
ae,qusaidat,Qusaidat,05,,25.774612,55.970016
ae,qutuf,Qutuf,01,,23.102624,53.711588
ae,ramla,Ramla,04,,25.359789000000003,56.044518999999994
ae,raml sabil,Raml Sabil,03,,25.204082999999997,55.287499
ae,raml za`bil,Raml Za`bil,03,,25.204082999999997,55.287499
ae,rams,Rams,05,,25.876579,56.018618999999994
ae,ras al khaimah,Ras al Khaimah,05,,25.789527,55.94319599999999
ae,ras al khaima,Ras al Khaima,05,,25.789527,55.94319599999999
